111,K K,Kevein Kurtis,123 abc ave,"",nashville,37212,tn,k@k.com,222,General Science class fee,1,25
112,Millie Sims,Kevein Kurtis,123 abc ave,"",nashville,37212,tn,k@k.com,231,Sewing & Knitting Class Fee,1,55
113,Billy Dean,Kevein Kurtis,123 abc ave,"",nashville,37212,tn,k@k.com,218,Art/Hist Class Fee,1,70
114,Billy Dean,Kevein Kurtis,123 abc ave,"",nashville,37212,tn,k@k.com,223,Geography Class Fee,1,20
115,K K,Kevein Kurtis,123 abc ave,"",nashville,37212,tn,k@k.com,214,2018/2019 Registration,1,100
116,Millie Sims,Kevein Kurtis,123 abc ave,"",nashville,37212,tn,k@k.com,214,2018/2019 Registration,1,100
117,Billy Dean,Kevein Kurtis,123 abc ave,"",nashville,37212,tn,k@k.com,214,2018/2019 Registration,1,100
118,K K,Kevein Kurtis,123 abc ave,"",nashville,37212,tn,k@k.com,230,Reading for Writing Class fee,1,15
119,K K,Kevein Kurtis,123 abc ave,"",nashville,37212,tn,k@k.com,222,General Science class fee,1,25
120,Millie Sims,Kevein Kurtis,123 abc ave,"",nashville,37212,tn,k@k.com,231,Sewing & Knitting Class Fee,1,55
121,Billy Dean,Kevein Kurtis,123 abc ave,"",nashville,37212,tn,k@k.com,218,Art/Hist Class Fee,1,70
122,Billy Dean,Kevein Kurtis,123 abc ave,"",nashville,37212,tn,k@k.com,223,Geography Class Fee,1,20
123,K K,Kevein Kurtis,123 abc ave,"",nashville,37212,tn,k@k.com,214,2018/2019 Registration,1,100
124,Millie Sims,Kevein Kurtis,123 abc ave,"",nashville,37212,tn,k@k.com,214,2018/2019 Registration,1,100
125,Billy Dean,Kevein Kurtis,123 abc ave,"",nashville,37212,tn,k@k.com,214,2018/2019 Registration,1,100
126,K K,Kevein Kurtis,123 abc ave,"",nashville,37212,tn,k@k.com,230,Reading for Writing Class fee,1,15
127,K K,Kevein Kurtis,123 abc ave,"",nashville,37212,tn,k@k.com,222,General Science class fee,1,25
128,Millie Sims,Kevein Kurtis,123 abc ave,"",nashville,37212,tn,k@k.com,231,Sewing & Knitting Class Fee,1,55
129,Billy Dean,Kevein Kurtis,123 abc ave,"",nashville,37212,tn,k@k.com,218,Art/Hist Class Fee,1,70
130,Billy Dean,Kevein Kurtis,123 abc ave,"",nashville,37212,tn,k@k.com,223,Geography Class Fee,1,20
131,K K,Kevein Kurtis,123 abc ave,"",nashville,37212,tn,k@k.com,214,2018/2019 Registration,1,100
132,Millie Sims,Kevein Kurtis,123 abc ave,"",nashville,37212,tn,k@k.com,214,2018/2019 Registration,1,100
133,Billy Dean,Kevein Kurtis,123 abc ave,"",nashville,37212,tn,k@k.com,214,2018/2019 Registration,1,100
134,K K,Kevein Kurtis,123 abc ave,"",nashville,37212,tn,k@k.com,230,Reading for Writing Class fee,1,15
135,K K,Kevein Kurtis,123 abc ave,"",nashville,37212,tn,k@k.com,222,General Science class fee,1,25
136,Millie Sims,Kevein Kurtis,123 abc ave,"",nashville,37212,tn,k@k.com,231,Sewing & Knitting Class Fee,1,55
137,Billy Dean,Kevein Kurtis,123 abc ave,"",nashville,37212,tn,k@k.com,218,Art/Hist Class Fee,1,70
138,Billy Dean,Kevein Kurtis,123 abc ave,"",nashville,37212,tn,k@k.com,223,Geography Class Fee,1,20
139,K K,Kevein Kurtis,123 abc ave,"",nashville,37212,tn,k@k.com,214,2018/2019 Registration,1,100
140,Millie Sims,Kevein Kurtis,123 abc ave,"",nashville,37212,tn,k@k.com,214,2018/2019 Registration,1,100
141,Billy Dean,Kevein Kurtis,123 abc ave,"",nashville,37212,tn,k@k.com,214,2018/2019 Registration,1,100
142,K K,Kevein Kurtis,123 abc ave,"",nashville,37212,tn,k@k.com,230,Reading for Writing Class fee,1,15
143,K K,Kevein Kurtis,123 abc ave,"",nashville,37212,tn,k@k.com,222,General Science class fee,1,25
144,Millie Sims,Kevein Kurtis,123 abc ave,"",nashville,37212,tn,k@k.com,231,Sewing & Knitting Class Fee,1,55
145,Billy Dean,Kevein Kurtis,123 abc ave,"",nashville,37212,tn,k@k.com,218,Art/Hist Class Fee,1,70
146,Billy Dean,Kevein Kurtis,123 abc ave,"",nashville,37212,tn,k@k.com,223,Geography Class Fee,1,20
